MAG	basin	sample_type	compl	contam	numb_scaffolds	genome_size	GC	sPROD	METHANO	rhodanase	phsA	dsrB	MAG_FULL_tax
AND_IN_PRE_bin.37	Anadarko Basin	input	98.72	0.85	20	2726083	42.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera mobilis_B
AND_IN_SW_bin.15	Anadarko Basin	input	76.03	0.86	237	4285995	52.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pararheinheimera;s__
AND_IN_SW_bin.26	Anadarko Basin	input	65.13	0.66	167	1666443	44.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__RGEC01;s__
AND-1_PF_day141_bin.7	Anadarko Basin	produced fluid	63.36	0.96	123	1601143	45.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__;g__;s__
AND-1_PF_day323_bin.15	Anadarko Basin	produced fluid	95.97	0	79	2378518	43.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Ch29;f__Ch29;g__;s__
AND-2_PF_day105_bin.13	Anadarko Basin	produced fluid	94.05	2.38	45	2622525	42.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tenuifilaceae;g__Tenuifilum;s__
AND-2_PF_day141_bin.25	Anadarko Basin	produced fluid	93.06	0.93	23	3360074	64	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Armatimonadota;c__UBA5829;o__DSUL01;f__DSUL01;g__;s__
AND-2_PF_day323_bin.12	Anadarko Basin	produced fluid	56.86	0.48	129	1302251	33.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter pseudethanolicus
AND-2_PF_day323_bin.17	Anadarko Basin	produced fluid	73.19	0.72	154	1634482	34.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Tepidimicrobiaceae;g__JAAYHX01;s__
AND-2_PF_day514_bin.2	Anadarko Basin	produced fluid	92.26	1.21	75	2158085	44.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Mahellales;f__Mahellaceae;g__Mahella;s__Mahella sp020054945
AND-3_IN_SW_bin.113	Anadarko Basin	input	93.12	2.3	121	2484108	67.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__
AND-3_IN_SW_bin.14	Anadarko Basin	input	62.32	0.43	157	1644546	64.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Casp-actino8;s__
AND-3_IN_SW_bin.153	Anadarko Basin	input	82.28	1.45	245	5591759	68.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Myxococcota;c__UBA9042;o__PHBI01;f__PHBI01;g__;s__
AND-3_IN_SW_bin.171	Anadarko Basin	input	89.53	1.35	295	4603258	58.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__JAEYXS01;g__JAEYXS01;s__
AND-3_IN_SW_bin.19	Anadarko Basin	input	58.97	0	196	1817860	65	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__RFTU01;s__
AND-3_IN_SW_bin.198	Anadarko Basin	input	59.97	0	140	1283838	61.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__F1-20-MAGs119;s__
AND-3_IN_SW_bin.218	Anadarko Basin	input	81.84	2.16	272	3392889	62	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__SXXZ01;s__
AND-3_IN_SW_bin.40	Anadarko Basin	input	88.8	1.33	135	4423115	50.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__RGVZ01;g__;s__
AND-3_IN_SW_bin.44	Anadarko Basin	input	80.2	1.27	201	2332826	63.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__
AND-3_IN_SW_bin.90	Anadarko Basin	input	59.72	0.95	129	1293116	67.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RGUW01;s__
AND-3_PF_day105_bin.60	Anadarko Basin	produced fluid	54.24	0	77	1067106	57.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminiphilaceae;g__Aminiphilus;s__
AND-3_PF_day190_bin.1	Anadarko Basin	produced fluid	60.53	0	50	1217486	33.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Deferrivibrionaceae;g__Deferrivibrio;s__Deferrivibrio essentukiensis
AND-3_PF_day190_bin.4	Anadarko Basin	produced fluid	82.66	0	124	1549603	44.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A bergensis
AND-3_PF_day190_bin.42	Anadarko Basin	produced fluid	52.22	1.27	59	1399292	56.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_B;c__DSM-12270;o__Thermacetogeniales;f__Thermacetogeniaceae;g__Thermacetogenium;s__Thermacetogenium phaeum
AND-3_PF_day80_bin.22	Anadarko Basin	produced fluid	92.31	0	78	2346994	33.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Acetoanaerobium;s__Acetoanaerobium noterae
AND-3_PF_day80_bin.41	Anadarko Basin	produced fluid	79.82	1.17	101	2619463	39.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__;g__;s__
AND-4_PF_day700_bin.8	Anadarko Basin	produced fluid	53.59	0.63	96	1352091	56.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_B;c__DSM-12270;o__Thermacetogeniales;f__Thermacetogeniaceae;g__Thermacetogenium;s__Thermacetogenium phaeum
BOW-1_IN_SW_bin.1	Bowland Shale	input	84.34	0	149	1849126	63.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA5335;f__UBA5335;g__Macondimonas;s__Macondimonas sp002862435
BOW-1_PF_day0_bin.13	Bowland Shale	produced fluid	62.41	0	180	3515243	58.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__
BOW-1_PF_day44_10p_bin.2	Bowland Shale	produced fluid	98.52	0.62	44	3184490	50.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__50-400-T64;s__
BOW-1_PF_day44_bin.2	Bowland Shale	produced fluid	54.45	3.05	224	1944929	63.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Hydrogenophaga;s__
BOW-1_PF_day44_bin.25	Bowland Shale	produced fluid	55.17	0	164	1398975	67.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Immundisolibacterales;f__Immundisolibacteraceae;g__Immundisolibacter;s__
BOW-1_PF_day44_bin.29	Bowland Shale	produced fluid	61.21	1.72	156	1305048	41.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__
BOW-1_PF_day44_bin.55	Bowland Shale	produced fluid	67.63	2.05	224	2491098	61.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Rariglobus;s__
BOW-1_PF_day44_bin.59	Bowland Shale	produced fluid	97.31	1.08	100	3791682	32.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__BRH-c54;s__
BOW-1_PF_day44_bin.82	Bowland Shale	produced fluid	53.28	5.17	444	4522646	60.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__
BOW-1_PF_day49_10p_bin.1	Bowland Shale	produced fluid	88.8	1.27	189	3281272	31.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__GCA-002793235;s__
BOW-1_PF_day49_bin.27	Bowland Shale	produced fluid	95.89	0.68	145	4264609	65.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Geminisphaera;s__
BOW-1_PF_day65_bin.100	Bowland Shale	produced fluid	75.34	0	175	2504658	51.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__;s__
BOW-1_PF_day65_bin.42	Bowland Shale	produced fluid	89.04	0.54	128	2426766	49.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
BOW-1_PF_day72_bin.85	Bowland Shale	produced fluid	99.39	0.95	23	2878672	27.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter sp018816105
BOW-1_PF_day80_10p_bin.1	Bowland Shale	produced fluid	96.23	0.49	54	3097912	65.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__JAGPUQ01;s__JAGPUQ01 sp913060555
BOW-1_PF_day80_bin.23	Bowland Shale	produced fluid	93.18	0.1	193	4807030	62.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAJRRS01;s__
BOW-1_PF_day80_bin.45	Bowland Shale	produced fluid	94.57	1.45	151	4051985	64.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__JAHZLQ01;g__JAHZLQ01;s__
BOW-1_PF_day80_bin.47	Bowland Shale	produced fluid	95.39	0.35	113	2913032	40.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UM-FILTER-40-17;s__
BOW-1_PF_day80_bin.54	Bowland Shale	produced fluid	97.58	2.08	117	3585017	31.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__GCA-002793235;s__
BOW-1_PF_day80_bin.9	Bowland Shale	produced fluid	98.89	2.22	90	6779819	51.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia sp002706765
DJB-1_PF_day1037_bin.12	DJ Basin	produced fluid	74.34	0.5	118	1419328	43.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A bergensis
DJB-1_PF_day1372_bin.35	DJ Basin	produced fluid	65.6	0	155	1511944	33.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Petrotoga;s__Petrotoga mexicana
DJB-2_PF_day1006_bin.17	DJ Basin	produced fluid	65.69	0.63	117	1718126	56.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_B;c__DSM-12270;o__Thermacetogeniales;f__Thermacetogeniaceae;g__Thermacetogenium;s__Thermacetogenium phaeum
DJB-2_PF_day1167_bin.26	DJ Basin	produced fluid	97.03	0.5	78	1700685	40.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus furiosus
DJB-2_PF_day1205_bin.11	DJ Basin	produced fluid	91.05	0.63	87	1697494	53.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_B;c__Z-2901;o__Carboxydothermales;f__;g__;s__
DJB-2_PF_day1480_bin.16	DJ Basin	produced fluid	80.95	0.71	104	1283744	32.9	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis
DJB-2_PF_day1480_bin.34	DJ Basin	produced fluid	90.25	1.69	109	2059140	63.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUMP01;s__DUMP01 sp012839755
DJB-3_PF_day1127_bin.22	DJ Basin	produced fluid	80.67	1.33	259	3281250	44.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Riflebacteria;c__Ozemobacteria;o__Ozemobacterales;f__Ozemobacteraceae;g__DYKG01;s__
DJB-3_PF_day1367_bin.25	DJ Basin	produced fluid	90.2	2.45	85	2073661	59.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUMP01;s__
DJB-3_PF_day1472_bin.21	DJ Basin	produced fluid	52.16	2.41	151	1695815	40.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__;s__
DJB-3_PF_day1472_bin.42	DJ Basin	produced fluid	94.08	0.59	106	3844341	61.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__
DJB-4_PF_day398_bin.23	DJ Basin	produced fluid	93.14	0	99	1739882	59.5	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002497965
DJB-4_PF_day63_bin.16	DJ Basin	produced fluid	50.29	0	223	2048983	40.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Velocimicrobium;s__
DJB-4_PF_day763_bin.11	DJ Basin	produced fluid	84.16	0.5	108	1620137	43.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A bergensis
DJB-5_PF_day199_bin.9	DJ Basin	produced fluid	82.45	2.88	155	2571184	43.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__Biomaibacter;s__Biomaibacter acetigenes
DJB-5_PF_day773_bin.6	DJ Basin	produced fluid	54.23	8.59	88	1150406	60.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUMP01;s__
DJB-6_PF_day164_bin.8	DJ Basin	produced fluid	53.9	0.63	59	1485048	56.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_B;c__DSM-12270;o__Thermacetogeniales;f__Thermacetogeniaceae;g__Thermacetogenium;s__Thermacetogenium phaeum
DJB-6_PF_day199_bin.12	DJ Basin	produced fluid	70.14	1.06	173	1984455	41	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__;s__
DJB-6_PF_day237_bin.18	DJ Basin	produced fluid	99.18	1.31	28	2451939	48.2	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__
DJB-6_PF_day237_bin.21	DJ Basin	produced fluid	91.09	0.5	94	1806725	43.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A bergensis
DJB-6_PF_day292_bin.6	DJ Basin	produced fluid	71.45	1.02	163	1566901	58.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_B;c__Moorellia;o__Moorellales;f__Moorellaceae;g__Moorella;s__
DJB-6_PF_day342_bin.10	DJ Basin	produced fluid	53.85	0	71	1821798	44.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__JANLFP01;s__
DJB-6_PF_day39_bin.10	DJ Basin	produced fluid	62.07	0	214	2347808	48.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella fodinae
DJB-6_PF_day408_bin.31	DJ Basin	produced fluid	84.98	1.41	180	2530914	40.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__;s__
DJB-6_PF_day773_bin.1	DJ Basin	produced fluid	78.65	0.5	121	1532490	43.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A bergensis
DJB-6_PF_day97_bin.10	DJ Basin	produced fluid	91.67	0.98	48	2097789	59.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUMP01;s__
Fracki_MAR-1_PF_day328	Appalachian Basin	produced fluid	78.01	1.03	198	2210664	33.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halobacteroidales;f__Acetohalobiaceae;g__Frackibacter;s__Frackibacter sp900114655
ILN-1_PF_dayUnk_mh_bin.11	Illinois Basin	produced fluid	90.45	1.97	62	1204349	38.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Aquicultoria;o__UBA3085;f__Oleimmundimicrobiaceae;g__;s__
ILN-1_PF_dayUnk_mh_bin.16	Illinois Basin	produced fluid	86.93	1.62	91	1755136	44	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__
ILN-1_PF_dayUnk_mh_bin.4	Illinois Basin	produced fluid	85.02	2.25	112	1729891	42.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Aerophobota;c__Aerophobia;o__Aerophobales;f__AE-B3A;g__AE-B3B;s__
ILN-2_PF_dayUnk_idba_bin.26	Illinois Basin	produced fluid	96.9	1.51	208	3116265	34	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12077;g__UBA12077;s__
ILN-2_PF_dayUnk_idba_bin.29	Illinois Basin	produced fluid	92.27	0	122	2615836	62.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__;s__
ILN-2_PF_dayUnk_mh_bin.15	Illinois Basin	produced fluid	94.37	0.35	87	3010117	32	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__;s__
ILN-3_PF_dayUnk_idba_bin.28	Illinois Basin	produced fluid	71.32	4.17	255	2891451	33.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__CSSED10-376;g__;s__
ILN-3_PF_dayUnk_idba_bin.37	Illinois Basin	produced fluid	75.04	0.99	72	805089	51.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__SpSt-899;g__;s__
ILN-3_PF_dayUnk_mh_bin.22	Illinois Basin	produced fluid	69.47	0	71	950611	46.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__SpSt-899;g__;s__
ILN-4_PF_dayUnk_idba_bin.2	Illinois Basin	produced fluid	95.72	1.1	92	2089170	37.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__;s__
ILN-4_PF_dayUnk_mh_bin.61	Illinois Basin	produced fluid	57.45	0.65	127	1009970	62.9	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002498065
ILN-4_PF_dayUnk_mh_ir_bin.27	Illinois Basin	produced fluid	51.98	0.33	217	1727583	47.9	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__
ILN-5_PF_dayUnk_idba_bin.10	Illinois Basin	produced fluid	52.61	0	130	1101200	33.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halobacteroidales;f__Acetohalobiaceae;g__Frackibacter;s__Frackibacter sp900114655
ILN-5_PF_dayUnk_idba_bin.7	Illinois Basin	produced fluid	89.51	2.25	112	1581637	42.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Aerophobota;c__Aerophobia;o__Aerophobales;f__AE-B3A;g__AE-B3B;s__
ILN-5_PF_dayUnk_mh_bin.22	Illinois Basin	produced fluid	54.37	0	110	1021400	56.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__VGOG01;f__VGOG01;g__;s__
ILN-7_PF_dayUnk_mh_bin.19	Illinois Basin	produced fluid	60.36	2.25	230	2140573	28.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__;f__;g__;s__
MAR-1_PF_day7_bin.6	Appalachian Basin	produced fluid	96.53	0.5	67	1778137	43.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A bergensis
MAR-2_PF_day142_bin.1	Appalachian Basin	produced fluid	84.75	0	145	2122791	44.8	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__
MAR-2_PF_day205_bin.4	Appalachian Basin	produced fluid	88.4	0	89	1380956	43.5	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus euhalobius
MAR-3_PF_day103_bin.10	Appalachian Basin	produced fluid	84.95	1.45	178	2685432	42.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium sp003260995
MAR-3_PF_day250_bin.1	Appalachian Basin	produced fluid	77.59	0	184	3103627	32.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halobacteroidales;f__Halobacteroidaceae;g__Orenia;s__
MAR-3_PF_day46_bin.3	Appalachian Basin	produced fluid	91.74	1.38	192	3489550	33.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halobacteroidales;f__Halobacteroidaceae;g__Orenia;s__Orenia metallireducens_B
MCG-1_PF_day4745_idba_bin.9	Michigan Basin	produced fluid	91.14	0.08	60	2711125	55.5	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__
MCG-1_PF_day4745_mh_bin.21	Michigan Basin	produced fluid	98.93	0	35	2193701	37.8	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__
MCG-1_PF_day4745_mh_bin.3	Michigan Basin	produced fluid	85.54	1.63	98	2160305	40.2	FALSE	TRUE	FALSE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium;s__
MCG-1_PF_day4745_mh_bin.37	Michigan Basin	produced fluid	88.39	0	69	1110182	36.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__UBA646;s__
